charges
14700,80931
1540,261607
3979,232576
21168,3404
3648,265556
4257,873249
6927,034482
7961,552496
7653,703784
27166,17047
2687,369449
25356,22076
1678,639404
9735,195921
45831,39753
1796,816313
9696,633308
2694,600429
9254,279818
31045,16398
13989,02238
4956,679158
1310,410526
44484,82486
7349,494172
13898,31302
16235,14205
11679,54954
3127,227649
35103,27732
29249,2087
2068,908923
4241,01885
16014,56164
56793,2784
1401,837918
13876,24019
2219,806803
38899,61539
48520,14842
2852,019007
5358,99738
5544,933975
7006,939192
5336,863465
17753,7871
3653,548324
4102,154245
14978,04707
43376,45981
2010,757246
4256,736765
23011,47036
39422,10138
8614,679608
42263,14725
11812,80977
37095,40665
19873,35468
5590,531304
9655,207478
4407,299142
34256,42127
3834,117043
15022,89467
1473,129353
15296,67881
7533,557648
5147,843159
15896,86692
15722,11521
7473,358856
9434,256832
10479,02808
6916,840346
11053,90904
3624,747074
1812,882202
2472,968579
7470,680449
4465,384589
8596,62344
39370,56803
12493,19511
40956,72761
23753,70172
48022,64977
12623,43426
7728,193197
11831,15613
1734,653656
10367,66762
28910,5426
5215,452157
43244,74517
3916,278042
13505,25361
9528,931387
26806,18968
16406,6041
7167,071333
2998,669699
24222,66364
27230,99793
5990,354557
18379,55116
2525,112957
3738,906674
2943,378234
43411,73424
12117,84756
9825,872752
4085,901484
2691,485481
12117,23527
25919,61147
11026,56032
17927,59362
8250,449809
6342,050026
7090,971053
1482,964794
2557,493606
37145,22247
8165,791375
3407,393463
16711,75063
9122,215131
37741,84176
6521,573161
11152,59764
16250,58345
11357,15669
1772,926707
2773,710471
2482,883729
1422,41173
2426,664027
29027,35678
2298,158493
25832,88956
3653,074714
19721,84187
15366,31151
18308,29622
5444,01348
33795,2541
9664,320107
10521,06319
1609,859955
4442,704273
8210,866697
5408,49565
19176,35053
8231,821755
7936,066526
22225,95242
17034,58416
43397,08706
22151,50807
24712,4939
31580,09953
9984,719904
6088,067574
4883,407104
8357,510202
4641,40216
7103,514965
2622,481713
4945,235023
15592,19256
7003,833854
1454,752617
4842,874281
2840,44072
50629,87524
6338,097206
10414,53726
8548,727308
7924,28848
11847,16169
1468,789483
3919,224068
5950,969038
8802,448836
43973,96912
3678,481278
4588,03502
6569,258144
4204,374411
12745,7411
4381,775255
1753,246237
12386,45822
1207,336187
1928,326218
5382,091214
8380,715792
9463,860738
16310,88751
2429,477157
7151,473227
15553,93057
32727,52839
7027,053662
4968,3098
9632,782051
18934,81575
12720,2518
6686,373709
1803,39815
8649,323347
3224,597296
4841,472608
8609,887827
8166,135294
10660,34943
2706,811081
3788,268679
28294,8775
4690,943291
8678,007215
5728,671683
41082,78883
23100,70945
9679,496342
2257,201066
28317,68898
8031,58619
9790,46468
6447,631608
14960,03237
1751,512354
14626,98975
5417,15952
18505,63835
1458,958901
3799,536775
18803,78933
6564,208739
46142,15268
5347,23668
31549,20442
8199,504739
34087,30311
27815,16073
11393,53438
2256,524383
1855,237597
4801,372936
12096,4607
49150,69587
49499,91148
3819,390962
34956,01496
10629,64144
40345,31165
5029,798056
12157,17211
27623,09964
12614,21845
17265,82624
27401,02211
41475,92289
21336,51162
49578,64312
16674,6693
13372,49959
7215,812134
10476,62338
1585,315382
46854,66867
8066,934698
9209,253772
2834,056586
9511,256569
2254,606838
2499,665763
11508,06332
9680,228327
20362,15367
51579,54358
4059,066999
13094,68958
11334,8137
7429,494402
8723,517329
14199,30586
56258,88793
21551,75027
3764,405185
20238,47553
43067,03166
1860,633954
3324,408927
1627,352724
14505,66753
21124,0219
34980,8612
8969,468866
5499,938769
29821,77732
11500,31558
4966,874196
13351,85677
22967,39076
16670,42379
4285,585846
12680,9368
8728,337029
8951,523477
1945,963491
45083,10218
6690,444447
29342,43847
8403,910409
7842,707765
10589,69978
6050,235276
4585,780233
5540,351056
27996,61749
41925,08564
13821,95472
2394,162289
6463,654323
3844,132016
40190,35382
42164,17007
9604,33051
57283,58052
22608,3957
12182,41127
12104,96049
17792,21293
11911,13482
11429,80617
13071,23209
36074,59003
9093,70051
16285,22832
11055,61361
11076,82041
15406,42985
11238,28319
5925,725852
4274,23663
9253,46699
5084,821877
1387,126616
13504,93984
10466,00631
3416,104393
13691,49163
12557,75975
20016,11953
10332,92592
11311,65568
2201,646398
1760,844053
9704,655092
4773,507704
14068,52752
2801,679556
3196,225913
10355,4084
15717,49188
9423,417313
8801,616867
2978,754927
11591,01062
13806,82534
7919,281223
41752,77687
1242,105394
16145,76134
20443,61034
44103,12825
17244,52343
27578,13874
17610,9847
46722,10576
23457,01923
5244,380291
6974,405318
1418,288262
10607,59577
32991,5937
3306,959321
4655,8055
12363,70775
2109,613496
8880,484167
9169,091804
7702,921398
6904,582285
9440,819047
14182,42504
16619,29421
1464,16665
7498,95239
8062,116856
15536,51448
9243,485095
3889,569409
10933,68846
3840,15346
7995,366274
7287,099745
4482,517705
1671,679778
18257,43281
16806,13165
5216,657593
2004,699311
8671,788114
8309,937799
19219,67281
15023,06816
33557,56153
38577,37325
54316,72654
32778,55008
2475,234938
8473,616329
